1.076799999999999955e+03,1.172099999999999831e+01,2.479500000000000171e+01,3.992199999999999971e+00
1.064400000000000091e+03,1.115499999999999936e+01,2.173199999999999932e+01,2.565199999999999925e+00
1.100000000000000000e+03,1.343299999999999983e+01,3.085699999999999932e+01,4.263799999999999812e+00
1.100099999999999909e+03,1.327400000000000091e+01,3.066499999999999915e+01,6.236399999999999721e+00
1.078000000000000000e+03,1.150500000000000078e+01,2.350099999999999767e+01,4.108399999999999608e+00
1.066099999999999909e+03,1.125999999999999979e+01,2.169199999999999662e+01,3.034800000000000164e+00
1.043200000000000045e+03,1.069500000000000028e+01,1.975099999999999767e+01,2.772600000000000176e+00
1.097400000000000091e+03,1.248099999999999987e+01,2.679800000000000182e+01,3.943000000000000060e+00
1.077900000000000091e+03,1.181000000000000050e+01,2.498900000000000077e+01,3.547899999999999832e+00
1.099799999999999955e+03,1.391300000000000026e+01,3.221800000000000352e+01,4.618699999999999584e+00
1.100099999999999909e+03,1.378599999999999959e+01,3.204400000000000404e+01,3.788400000000000212e+00
1.100200000000000045e+03,1.336299999999999955e+01,3.042999999999999972e+01,4.302399999999999558e+00
1.085299999999999955e+03,1.185900000000000176e+01,2.359699999999999775e+01,3.872300000000000075e+00
1.044500000000000000e+03,1.078500000000000014e+01,1.985000000000000142e+01,3.459900000000000198e+00
1.087700000000000045e+03,1.196799999999999997e+01,2.480800000000000338e+01,3.934800000000000075e+00
1.100099999999999909e+03,1.349400000000000155e+01,3.149599999999999866e+01,4.559899999999999842e+00
1.080500000000000000e+03,1.190499999999999936e+01,2.463599999999999923e+01,3.897899999999999920e+00
1.100099999999999909e+03,1.413499999999999979e+01,3.339600000000000080e+01,4.201900000000000190e+00
1.099799999999999955e+03,1.317999999999999972e+01,2.926500000000000057e+01,4.734799999999999898e+00
1.100099999999999909e+03,1.332599999999999874e+01,3.100900000000000034e+01,5.340300000000000047e+00
1.040400000000000091e+03,1.008099999999999952e+01,1.830300000000000082e+01,2.862499999999999822e+00
1.037500000000000000e+03,1.042500000000000071e+01,1.866600000000000037e+01,2.270799999999999930e+00
1.082400000000000091e+03,1.161500000000000021e+01,2.407400000000000162e+01,3.429699999999999971e+00
1.061099999999999909e+03,1.078599999999999959e+01,2.008999999999999986e+01,3.345299999999999940e+00
1.045200000000000045e+03,1.083699999999999974e+01,2.073499999999999943e+01,2.684200000000000141e+00
1.078200000000000045e+03,1.174499999999999922e+01,2.510300000000000153e+01,4.158000000000000362e+00
1.094799999999999955e+03,1.311700000000000088e+01,2.920199999999999818e+01,3.759599999999999831e+00
1.097200000000000045e+03,1.275999999999999979e+01,2.793699999999999761e+01,3.976000000000000423e+00
1.084200000000000045e+03,1.180099999999999838e+01,2.375300000000000011e+01,3.637999999999999901e+00
1.087500000000000000e+03,1.231599999999999895e+01,2.533900000000000219e+01,2.945300000000000029e+00
1.099900000000000091e+03,1.371299999999999919e+01,3.256800000000000495e+01,4.088099999999999845e+00
