1.172099999999999831e+01,2.479500000000000171e+01,1.076799999999999955e+03,5.498500000000000227e+02
1.115499999999999936e+01,2.173199999999999932e+01,1.064400000000000091e+03,5.501000000000000227e+02
1.343299999999999983e+01,3.085699999999999932e+01,1.100000000000000000e+03,5.419900000000000091e+02
1.327400000000000091e+01,3.066499999999999915e+01,1.100099999999999909e+03,5.388200000000000500e+02
1.150500000000000078e+01,2.350099999999999767e+01,1.078000000000000000e+03,5.492500000000000000e+02
1.125999999999999979e+01,2.169199999999999662e+01,1.066099999999999909e+03,5.499700000000000273e+02
1.069500000000000028e+01,1.975099999999999767e+01,1.043200000000000045e+03,5.425199999999999818e+02
1.248099999999999987e+01,2.679800000000000182e+01,1.097400000000000091e+03,5.484400000000000546e+02
1.181000000000000050e+01,2.498900000000000077e+01,1.077900000000000091e+03,5.496900000000000546e+02
1.391300000000000026e+01,3.221800000000000352e+01,1.099799999999999955e+03,5.307500000000000000e+02
1.378599999999999959e+01,3.204400000000000404e+01,1.100099999999999909e+03,5.323400000000000318e+02
1.336299999999999955e+01,3.042999999999999972e+01,1.100200000000000045e+03,5.427599999999999909e+02
1.185900000000000176e+01,2.359699999999999775e+01,1.085299999999999955e+03,5.500900000000000318e+02
1.078500000000000014e+01,1.985000000000000142e+01,1.044500000000000000e+03,5.373200000000000500e+02
1.196799999999999997e+01,2.480800000000000338e+01,1.087700000000000045e+03,5.500900000000000318e+02
1.349400000000000155e+01,3.149599999999999866e+01,1.100099999999999909e+03,5.414500000000000455e+02
1.190499999999999936e+01,2.463599999999999923e+01,1.080500000000000000e+03,5.498099999999999454e+02
1.413499999999999979e+01,3.339600000000000080e+01,1.100099999999999909e+03,5.270199999999999818e+02
1.317999999999999972e+01,2.926500000000000057e+01,1.099799999999999955e+03,5.409199999999999591e+02
1.332599999999999874e+01,3.100900000000000034e+01,1.100099999999999909e+03,5.430599999999999454e+02
1.008099999999999952e+01,1.830300000000000082e+01,1.040400000000000091e+03,5.501699999999999591e+02
1.042500000000000071e+01,1.866600000000000037e+01,1.037500000000000000e+03,5.436000000000000227e+02
1.161500000000000021e+01,2.407400000000000162e+01,1.082400000000000091e+03,5.500000000000000000e+02
1.078599999999999959e+01,2.008999999999999986e+01,1.061099999999999909e+03,5.487000000000000455e+02
1.083699999999999974e+01,2.073499999999999943e+01,1.045200000000000045e+03,5.370700000000000500e+02
1.174499999999999922e+01,2.510300000000000153e+01,1.078200000000000045e+03,5.498899999999999864e+02
1.311700000000000088e+01,2.920199999999999818e+01,1.094799999999999955e+03,5.374400000000000546e+02
1.275999999999999979e+01,2.793699999999999761e+01,1.097200000000000045e+03,5.496000000000000227e+02
1.180099999999999838e+01,2.375300000000000011e+01,1.084200000000000045e+03,5.497899999999999636e+02
1.231599999999999895e+01,2.533900000000000219e+01,1.087500000000000000e+03,5.461900000000000546e+02
1.371299999999999919e+01,3.256800000000000495e+01,1.099900000000000091e+03,5.322799999999999727e+02
1.432000000000000028e+01,3.361999999999999744e+01,1.099900000000000091e+03,5.290299999999999727e+02
1.023700000000000010e+01,1.804700000000000060e+01,1.020600000000000023e+03,5.349199999999999591e+02
1.222400000000000020e+01,2.780599999999999739e+01,1.085400000000000091e+03,5.498099999999999454e+02
1.041599999999999859e+01,2.003599999999999781e+01,1.057599999999999909e+03,5.500299999999999727e+02
1.183599999999999852e+01,2.353500000000000014e+01,1.084599999999999909e+03,5.498899999999999864e+02
1.358400000000000141e+01,3.105099999999999838e+01,1.100000000000000000e+03,5.327100000000000364e+02
1.020400000000000063e+01,1.880499999999999972e+01,1.045900000000000091e+03,5.499500000000000455e+02
1.300599999999999845e+01,2.987500000000000000e+01,1.100000000000000000e+03,5.476100000000000136e+02
1.387099999999999866e+01,3.178900000000000148e+01,1.100000000000000000e+03,5.319099999999999682e+02
1.069200000000000017e+01,2.047799999999999798e+01,1.053200000000000045e+03,5.502200000000000273e+02
1.260299999999999976e+01,2.769999999999999929e+01,1.099299999999999955e+03,5.484099999999999682e+02
1.401500000000000057e+01,3.256700000000000017e+01,1.100099999999999909e+03,5.289199999999999591e+02
1.176700000000000124e+01,2.461899999999999977e+01,1.075799999999999955e+03,5.499299999999999500e+02
1.016000000000000014e+01,1.853999999999999915e+01,1.038599999999999909e+03,5.436000000000000227e+02
1.344200000000000017e+01,3.144000000000000128e+01,1.100000000000000000e+03,5.368400000000000318e+02
1.174900000000000055e+01,2.362000000000000099e+01,1.083200000000000045e+03,5.500700000000000500e+02
1.386299999999999955e+01,3.181199999999999761e+01,1.100299999999999955e+03,5.320399999999999636e+02
1.058400000000000141e+01,2.000700000000000145e+01,1.058200000000000045e+03,5.499400000000000546e+02
1.041999999999999993e+01,1.961299999999999955e+01,1.055900000000000091e+03,5.499199999999999591e+02
1.058900000000000041e+01,2.014600000000000080e+01,1.049799999999999955e+03,5.489500000000000455e+02
1.319400000000000084e+01,2.949399999999999977e+01,1.092599999999999909e+03,5.401399999999999864e+02
1.008099999999999952e+01,2.230000000000000071e+01,1.025900000000000091e+03,5.376399999999999864e+02
1.207099999999999973e+01,2.436499999999999844e+01,1.087299999999999955e+03,5.500099999999999909e+02
1.052200000000000024e+01,1.995899999999999963e+01,1.057700000000000045e+03,5.501900000000000546e+02
1.066000000000000014e+01,1.971499999999999986e+01,1.057500000000000000e+03,5.499500000000000455e+02
1.048900000000000077e+01,2.012000000000000099e+01,1.057700000000000045e+03,5.500399999999999636e+02
1.099000000000000021e+01,2.162300000000000111e+01,1.059799999999999955e+03,5.497799999999999727e+02
1.064599999999999902e+01,1.987800000000000011e+01,1.058000000000000000e+03,5.501100000000000136e+02
1.340499999999999936e+01,3.062400000000000233e+01,1.100099999999999909e+03,5.378400000000000318e+02
1.062900000000000134e+01,2.000600000000000023e+01,1.058700000000000045e+03,5.501000000000000227e+02
1.232599999999999874e+01,2.655400000000000205e+01,1.095500000000000000e+03,5.498400000000000318e+02
1.164900000000000091e+01,2.430099999999999838e+01,1.075200000000000045e+03,5.500199999999999818e+02
1.187400000000000055e+01,2.488500000000000156e+01,1.086799999999999955e+03,5.500399999999999636e+02
1.316699999999999982e+01,2.995899999999999963e+01,1.099799999999999955e+03,5.411799999999999500e+02
1.383300000000000018e+01,3.234199999999999875e+01,1.100200000000000045e+03,5.319400000000000546e+02
1.211500000000000021e+01,2.461199999999999832e+01,1.089400000000000091e+03,5.498300000000000409e+02
1.161700000000000088e+01,2.290900000000000247e+01,1.081099999999999909e+03,5.498700000000000045e+02
1.121499999999999986e+01,2.217000000000000171e+01,1.064500000000000000e+03,5.492300000000000182e+02
1.204900000000000126e+01,2.533199999999999719e+01,1.089599999999999909e+03,5.499199999999999591e+02
1.187500000000000000e+01,2.511499999999999844e+01,1.088700000000000045e+03,5.498600000000000136e+02
1.205799999999999983e+01,2.514900000000000091e+01,1.088500000000000000e+03,5.500000000000000000e+02
1.178299999999999947e+01,2.444800000000000040e+01,1.085200000000000045e+03,5.496900000000000546e+02
1.047200000000000131e+01,1.957000000000000028e+01,1.047700000000000045e+03,5.442899999999999636e+02
